date,strategy,ticker,weight,predicted_return_21d,actual_future_return_21d,strategy_note
2025-12-31,spo_plus_fee,VNQ,0.0,-1.399435043334961,0.015482031740248203,PyEPO SPO+ loss with proportional transaction fee in portfolio construction
2025-12-31,spo_plus_fee,DBC,1.0499140624750195e-16,-0.7581929564476013,0.05277281999588013,PyEPO SPO+ loss with proportional transaction fee in portfolio construction
2025-12-31,spo_plus_turnover_l2,SPY,1.6027876907486445e-16,0.826734185218811,0.019782360643148422,PyEPO SPO+ loss with turnover and L2 weight regularization
2025-12-31,spo_plus_turnover_l2,QQQ,3.3306690738754667e-16,0.28619301319122314,0.01925741508603096,PyEPO SPO+ loss with turnover and L2 weight regularization
2025-12-31,spo_plus_turnover_l2,TLT,0.9999999999999991,2.0273351669311523,-0.003200359409675002,PyEPO SPO+ loss with turnover and L2 weight regularization
2025-12-31,spo_plus_turnover_l2,GLD,0.0,-0.38945966958999634,0.07776742428541183,PyEPO SPO+ loss with turnover and L2 weight regularization
2025-12-31,spo_plus_turnover_l2,VNQ,0.0,-1.399435043334961,0.015482031740248203,PyEPO SPO+ loss with turnover and L2 weight regularization
2025-12-31,spo_plus_turnover_l2,DBC,5.472143867616981e-16,-0.7581929564476013,0.05277281999588013,PyEPO SPO+ loss with turnover and L2 weight regularization
2025-12-31,equal_weight_6etf,SPY,0.16666666666666666,,0.019782360643148422,benchmark
2025-12-31,equal_weight_6etf,QQQ,0.16666666666666666,,0.01925741508603096,benchmark
2025-12-31,equal_weight_6etf,TLT,0.16666666666666666,,-0.003200359409675002,benchmark
2025-12-31,equal_weight_6etf,GLD,0.16666666666666666,,0.07776742428541183,benchmark
2025-12-31,equal_weight_6etf,VNQ,0.16666666666666666,,0.015482031740248203,benchmark
2025-12-31,equal_weight_6etf,DBC,0.16666666666666666,,0.05277281999588013,benchmark
2025-12-31,spy_buy_hold,SPY,1.0,,0.019782360643148422,benchmark
2025-12-31,spy_buy_hold,QQQ,0.0,,0.01925741508603096,benchmark
2025-12-31,spy_buy_hold,TLT,0.0,,-0.003200359409675002,benchmark
2025-12-31,spy_buy_hold,GLD,0.0,,0.07776742428541183,benchmark
2025-12-31,spy_buy_hold,VNQ,0.0,,0.015482031740248203,benchmark
2025-12-31,spy_buy_hold,DBC,0.0,,0.05277281999588013,benchmark
2026-01-30,pto_markowitz,SPY,1.3812442380993217e-15,0.01333522703498602,-0.016821419820189476,PtO Ridge prediction with Markowitz max-Sharpe optimization
