model_name,split,rmse,mae,r2,rank_ic
pto_ridge_markowitz,valid,0.06337917633469319,0.05340125784277916,-0.6167780160903931,-0.09523809523809523
pyepo_spo_plus_linear,valid,1.4209280528754311,1.0903282165527344,-811.64599609375,-0.20476190476190473
pto_ridge_markowitz,test,0.05470615520068675,0.04068288952112198,-0.49673378467559814,-0.004081632653061232
pyepo_spo_plus_linear,test,1.6038704222901525,1.269742727279663,-1285.5028076171875,-0.004081632653061224
